row;transactionID;customerKey;ProductKey;dateKey;PromotionKey;salesPersonKey;manfKey;Quantity;Price;Margin;Cost;OverHead;returns;Sales;Expenses;net profit;net margin
AAA095D5-6A79-4598-9EF2-0001FB724F40;6C92739E-2B93-45AB-A03A-B7ACE5C9B7C4;162389;536;11.07.2010;7;287;109;1;46,0616;0,27;33,624968;1,2436632;NULL;46,0616;33,624968;11,1929688;24,3%
7C284B81-70C0-45C7-A70D-00020F614FC2;6299B356-8973-4213-A609-3BBA8D263DA0;234989;390;01.26.2008;7;289;110;1;1235;0,16;1037,4;19,76;NULL;1235;1037,4;177,84;14,4%
5EA45C02-7644-45FB-BD9F-000254F04CFF;13FDA1C0-CF6A-410C-A698-D5FC80AD4EAC;335791;356;08.23.2010;2;287;110;1;1872,54;0,18;1535,4828;67,41144;NULL;1872,54;1535,4828;269,64576;14,4%
46EA19A5-8C0A-449D-9A2C-00026A1E69B8;A168EA76-8B38-4E63-9517-CF1A33636BAE;101508;243;01.02.2008;8;288;109;4;301,7093177;1;216,1044801;19,85985232;0;1206,837271;864,4179204;322,5594981;26,7%
E1328E3F-D910-404D-8EFD-000276E81600;7DB9DC91-FF66-402D-8599-BF6AB6A99625;255289;584;03.02.2008;12;290;110;1;1692;0,32;1150,56;108,288;NULL;1692;1150,56;433,152;25,6%
0BBDB971-1E7E-4F71-BDE6-00027886D1E2;05CC290D-DA44-4AB8-B5E9-2A81C70595C6;400077;437;11.06.2010;13;291;102;1;211,191;0,49;107,70741;20,696718;NULL;211,191;107,70741;82,786872;39,2%
93FB087E-1DA3-434F-B5CD-0002A0DC79F6;CA88B35B-661B-4DA5-8F46-670740F83CF7;2060;221;06.14.2009;14;288;105;1;59,16;0,27;43,1868;3,19464;NULL;59,16;43,1868;12,77856;21,6%
EEA878CC-F369-4AEA-B094-0002ABF3A10D;2394676A-29E4-45FB-BDC3-4A3BF72F811E;400346;375;06.08.2010;10;282;107;1;1513,7616;0,21;1195,871664;63,5779872;NULL;1513,7616;1195,871664;254,3119488;16,8%
45BB9F1A-EC60-4206-83A6-0002AD49C351;5FB98B1B-B52F-4633-8121-3684D3E56EDC;315489;462;04.26.2009;7;292;107;1;61,8;0,45;33,99;20,562;1;61,8;33,99;7,248;11,7%
38FD8871-6912-410C-A3F4-0002D1349A24;AD12EAA4-2411-4866-9D5F-D4979BB96499;71619;577;01.05.2010;11;290;105;1;1948,5128;0,27;1422,414344;157,8295368;NULL;1948,5128;1422,414344;368,2689192;18,9%
EF34CBA7-2DC8-48EB-BFA6-0002D51FEFC0;E635CEAD-A4F7-43DB-A0F3-1D88BB4A1343;141831;600;06.01.2010;10;292;108;1;1891,08;0,24;1437,2208;45,38592;NULL;1891,08;1437,2208;408,47328;21,6%
04FCEB4B-1928-4458-8BDD-0002EA92A31E;7E133534-1CD9-4DD6-9AE4-4C117154CE48;284408;252;02.26.2010;3;292;103;1;321,8844144;1;207,9207897;25,64954969;0;321,8844144;207,9207897;88,31407503;27,4%
DAE97E4F-9DEC-40E0-A33D-000302751833;05971641-8E6D-448E-AAED-7A868FD3D368;400491;570;09.18.2009;6;284;101;1;2346,34;0,28;1689,3648;140,69752;1;2346,34;1689,3648;516,27768;22,0%
4D2120DB-497D-4888-B7B5-00032ADFACB3;2A08F805-0203-4FEA-B8BF-893B2F8CB068;203408;490;12.25.2009;6;287;103;1;63,86;0,35;41,509;2,2351;NULL;63,86;41,509;20,1159;31,5%
EB903037-C325-4CA5-8D83-000373B791EE;D8FDE158-90C4-4DCB-B437-8B4E2B7ABF16;400005;533;11.06.2010;14;288;108;1;80,3556;0,23;61,873812;3,6963576;NULL;80,3556;61,873812;14,7854304;18,4%
D5EEF479-6AE7-4835-BFEF-0003746654B7;C47DB99C-17C9-40C9-B1F9-6F7557CE9F62;43162;219;09.13.2009;7;286;109;1;80,58;0,36;51,5712;8,70264;NULL;80,58;51,5712;20,30616;25,2%
04A64ABD-F276-49DE-BC0A-000377B2E798;D9FC2E8C-47F7-4E99-A76B-31D07CA82AA0;148081;364;01.11.2010;1;282;108;1;1821,04;0,16;1529,6736;29,13664;NULL;1821,04;1529,6736;262,22976;14,4%
D3E2C636-6CD1-41FC-B5AC-000380B9F7FD;BC4345E1-E599-441E-A2BE-1E699C83BB60;126796;169;09.13.2010;1;292;105;3;26;1;20,8;1,56;0;78;62,4;14,04;18,0%
59E1A8BB-801B-49F1-B2E8-0003BD8AA662;DCDEAE61-138B-4B39-A0A0-7DB01B46F755;241003;369;01.15.2008;8;284;102;1;1672;0,21;1320,88;70,224;NULL;1672;1320,88;280,896;16,8%
D2864C03-EF23-4F4C-8D4D-0003CD68B7D8;5D35C060-14B4-4E15-9D25-D3EEA2E5D9C1;318902;275;01.14.2009;5;284;107;1;162,24;0,28;116,8128;13,62816;NULL;162,24;116,8128;31,79904;19,6%
FC9F19FC-404D-45FD-9CCA-0003CE064A60;35086FD1-19BC-4626-8738-5797CE283377;147398;346;06.29.2008;5;288;108;1;1700;0,35;1105;178,5;NULL;1700;1105;416,5;24,5%
638898B4-2B8E-4839-BC7C-0003D2BFE56F;64966EC3-E4EA-4442-80E2-E2FC97A8A3B0;241305;256;07.28.2010;5;284;103;1;219,5336;0,46;118,548144;20,1970912;NULL;219,5336;118,548144;80,7883648;36,8%
2676A045-FB66-489E-89B0-0003D6894CFE;F2C1812D-D0E4-410E-B2C3-D1A2314839CD;159932;541;03.06.2010;5;281;106;1;60,3432;0,45;33,18876;2,715444;NULL;60,3432;33,18876;24,438996;40,5%
9A8FB85F-1E50-4046-AA66-0003E4A6FEF6;01AE8985-43AF-429D-B04B-D66CDE258E14;269018;454;11.24.2009;14;286;103;1;93,93;0,64;33,8148;18,03456;NULL;93,93;33,8148;42,08064;44,8%
A393B699-F1AD-4E71-A986-0003FDB3DC6D;195A617B-CFA7-43E6-80C2-4F45B979AEF2;400132;590;06.28.2010;2;296;106;1;1648,32;0,26;1219,7568;42,85632;NULL;1648,32;1219,7568;385,70688;23,4%
B8A39A46-D5C0-4EA2-A2F2-00042D9307AC;4656131D-2183-4F7B-BC54-7356939B8502;188521;536;12.22.2009;4;284;102;1;44,72;0,39;27,2792;5,23224;NULL;44,72;27,2792;12,20856;27,3%
4C75CC62-B269-4E9D-94ED-000456F934D9;AE4CD868-FB0A-422A-A958-34627244552F;349180;419;05.19.2010;5;284;104;1;200,889;0,21;158,70231;12,656007;NULL;200,889;158,70231;29,530683;14,7%
A1E62F73-AA01-423D-BF66-000459748670;1C98EBD6-D075-41DE-B1E4-BCBD5C0C3E88;400804;318;06.14.2009;6;283;100;1;1464,66;0,2;1171,728;87,8796;NULL;1464,66;1171,728;205,0524;14,0%
6690EF35-1B41-41F5-B81D-000476B25AED;F75BDC74-7DE6-4D7F-AA0B-12FEC787C17A;49395;334;04.26.2008;16;284;109;1;1398;0,19;1132,38;53,124;NULL;1398;1132,38;212,496;15,2%
CFCC8EC4-AFDF-43FF-9B64-00048642C39A;0F8C0EFF-111F-40DF-BD10-223A77BF36F9;203245;565;06.22.2008;1;291;106;4;2756;0,23;2122,12;126,776;NULL;11024;8488,48;2408,744;21,9%
BE7302F5-2D77-4F22-BC19-0004A732BCC3;5BCA4D3C-EE5D-454D-80EA-BBA376736664;297088;493;08.18.2010;6;294;109;1;198,172;-0,008;199,757376;-0,3170752;NULL;198,172;199,757376;-1,2683008;-0,6%
EB46892E-C7F4-41A5-835F-0004CD583966;BD6161CC-98F5-4D3B-A2E5-DC684F35E4E2;194753;337;06.24.2009;11;296;101;1;1393,8;0,34;919,908;47,3892;NULL;1393,8;919,908;426,5028;30,6%
72A745B4-E4C3-4706-87E8-00057D98423B;9C6171B4-F6D7-478C-B55C-722D5A11538B;146332;365;12.03.2008;16;286;100;1;1600;0,17;1328;81,6;NULL;1600;1328;190,4;11,9%
566A70D9-FB68-46A8-A829-000582D15ED5;6B0BBA4E-A02B-4792-99A4-36D69B444F79;11863;570;09.12.2009;14;284;101;3;2346,34;0,28;1689,3648;131,39504;NULL;7039,02;5068,0944;1839,53056;26,1%
93C052FF-4566-40F4-9926-0005A9C27FD9;03CC1CF8-9FD4-4F66-BEF3-E8B0EF32E06F;8441;335;06.14.2010;10;289;103;1;1429,1601;0,29;1014,703671;82,8912858;NULL;1429,1601;1014,703671;331,5651432;23,2%
51E346F9-D5CD-4118-8BC0-0005AAA97D53;53386E08-C54F-4FEF-B431-A7F359D665F7;275705;484;06.22.2010;3;282;105;1;20,808;0,5;10,404;3,1212;NULL;20,808;10,404;7,2828;35,0%
77B66E64-55A0-4A43-A676-0005BA5EDCDC;AF3F72AB-A2C8-4520-941F-F53832287ACA;183921;352;02.25.2010;10;292;106;1;1680,96;0,35;1092,624;58,8336;NULL;1680,96;1092,624;529,5024;31,5%
DFE2ED14-9C9D-4C9B-97E9-0006087BE1BC;1DDA5052-9CFC-4A33-B48E-3FEA9B5ACFC2;306140;485;04.17.2008;13;281;100;1;46;0,41;27,14;3,772;NULL;46;27,14;15,088;32,8%
86BE9182-60A5-4CB1-A51E-000623C9943C;B59E1712-953B-4943-9984-8F35DCBEFBDC;14682;307;09.18.2010;16;292;106;1;245,5344;0,124;215,0881344;3,04462656;NULL;245,5344;215,0881344;27,40163904;11,2%
ACD054EC-837D-44F2-8EC4-0006261296A5;88E742CE-D172-422B-887E-3561CBF305CD;258894;604;09.23.2008;10;288;101;1;1330;0,31;917,7;123,69;NULL;1330;917,7;288,61;21,7%
149D6A02-3078-40F9-8F53-00063E9E4D00;D8F0A8D0-3C61-48E4-BDFC-7693C4A780B4;304296;222;04.08.2008;4;282;104;1;28;0,38;17,36;2,128;NULL;28;17,36;8,512;30,4%
F88822C1-5FF6-4374-AD57-0006506A76F0;8D44D0CD-B6F4-4D34-A07E-0AB3544AF1D4;15221;411;03.05.2010;9;284;100;1;121,8696;0,2;97,49568;34,874784;2;121,8696;97,49568;-10,500864;-8,6%
90D3D7E6-7226-4AB6-89AF-00066B644C56;F30FFC6C-E5F4-4C4B-B746-77DBC9FCEE04;58797;345;03.31.2008;4;287;107;1;1800;0,17;1494;136,2;1;1800;1494;169,8;9,4%
12F4C957-5EDB-43E0-8C82-0006830AFE6B;7EA2C6D1-A43F-4C6E-A091-9DB2E9BE2B5B;155354;504;07.18.2009;2;293;106;1;323,2;0,18;265,024;5,8176;NULL;323,2;265,024;52,3584;16,2%
9E0F73B3-91FF-4BDD-9692-00068F4C63B0;E7A9CAB1-9ED6-4FD2-A010-9C680BBC7FEE;222173;367;08.21.2010;1;294;100;1;1786,02;-0,02;1821,7404;139,28388;2;1786,02;1821,7404;-175,00428;-9,8%
BC6366C8-F649-4E07-9984-0006AFF5CA40;2025C1FC-155F-47BB-91D5-EC67DF34CEE3;103095;384;04.21.2009;14;293;101;1;1472,58;0,16;1236,9672;47,12256;NULL;1472,58;1236,9672;188,49024;12,8%
602DF835-08D6-4F39-A3B5-0006DC8C5DE6;DE81A9EB-F3A0-453B-874F-A2713B3C62F9;9146;214;01.09.2010;5;282;108;1;20,1571;0,43;11,489547;2,6002659;NULL;20,1571;11,489547;6,0672871;30,1%
DCEEFFE6-3241-4088-B87B-00074979074C;8C18ED5E-417B-4CB2-B767-A2707F5EA84F;43844;501;03.12.2010;15;290;108;1;56,7324;0,18;46,520568;1,0211832;NULL;56,7324;46,520568;9,1906488;16,2%
E428D09A-AAB8-4F0F-A9E8-00079C42D510;8E76A17D-DF65-4AE6-BD47-0AFB5A5C772B;149068;383;06.18.2010;6;286;100;1;1805,9406;0,15;1535,04951;156,267327;1;1805,9406;1535,04951;114,623763;6,3%
9BC85C22-FDA6-43B6-B0B9-00079D56B55D;D11EB532-A045-44E2-B1F7-4CD9F080F070;295738;519;10.22.2010;5;282;110;1;81,6893;0,48;42,478436;7,8421728;NULL;81,6893;42,478436;31,3686912;38,4%
00F9D300-6E2B-4EEC-898A-00079F85BA65;F5AB8F00-0239-410A-A071-FC97CCD3DF4E;5208;518;06.13.2009;2;295;104;1;249,6;0,32;169,728;7,9872;NULL;249,6;169,728;71,8848;28,8%
0811D2DA-9C90-451E-B693-0007A393B6F8;9EDC8CF1-5577-449B-AF1E-FD586C7B69F9;215729;490;06.29.2010;10;291;102;1;64,4986;0,24;49,018936;3,0959328;NULL;64,4986;49,018936;12,3837312;19,2%
41328886-BE45-4F00-AEEE-0007B496ECA9;69EEE93E-E737-426F-96A8-DD9B3B84ED10;273544;457;01.21.2008;2;296;108;1;107;0,32;72,76;10,272;NULL;107;72,76;23,968;22,4%
B0D76271-59D7-4FCC-8BE9-0007E9210221;82130941-B8A8-4B43-91F2-4CB7D60AD8AC;110775;350;06.02.2008;7;281;101;1;1600;0,29;1136;139,2;NULL;1600;1136;324,8;20,3%
6909A5E8-58C4-4149-BC58-0007F115BFD8;5437371B-8CC7-43F1-835D-C1374643AFE6;400136;454;02.19.2009;14;283;101;1;93,93;0,64;33,8148;6,01152;NULL;93,93;33,8148;54,10368;57,6%
84155A0C-34A1-4F37-B215-0007F99F398E;FAA97EDF-08BF-4FB7-AF3A-AF218E24AEBF;245954;535;10.09.2010;12;287;108;1;28,6416;0,41;16,898544;1,1743056;NULL;28,6416;16,898544;10,5687504;36,9%
443B4985-9B1C-4310-8862-00082D7CF8E6;91618BBD-43DF-43CE-A1C3-AEB26DCB6721;330426;471;06.19.2010;9;290;106;1;77,4457;0,59;31,752737;9,1385926;NULL;77,4457;31,752737;36,5543704;47,2%
573FA1EB-9C1A-45C8-B2C3-00084137FCFC;2B07B013-20CC-417D-B946-3F14569B63E3;139736;386;08.15.2009;12;289;105;1;1616;0,18;1325,12;29,088;NULL;1616;1325,12;261,792;16,2%
21684123-B28C-4FAD-8725-00085524A1D7;128BA21E-B775-4C52-AA4D-76D4FF81158B;329731;558;03.25.2010;8;281;108;1;326,6744;0,35;212,33836;11,433604;NULL;326,6744;212,33836;102,902436;31,5%
D0524FA5-0DB4-490B-A2AD-0008560FED61;2BF39A82-39FC-409E-A969-7FCB2D3BAFA1;222661;479;09.11.2009;15;293;104;1;29,29;0,33;19,6243;2,89971;NULL;29,29;19,6243;6,76599;23,1%
ED8F376B-689A-49DB-AAA3-00085EE2CF9A;59851FCB-B395-4BD4-87AA-DA1D60FE99CC;69708;522;09.20.2010;5;286;105;1;196,4248;0,22;153,211344;4,3213456;NULL;196,4248;153,211344;38,8921104;19,8%
E1E43872-C6D5-45A8-BDDD-00088E4563B8;777CA40D-9A65-4E47-9749-C3846250CEE5;400820;456;02.12.2008;3;287;105;1;97;0,42;56,26;8,148;NULL;97;56,26;32,592;33,6%
99C0702C-AC0E-4E7B-9243-0008949B2ED4;E07D5951-AE71-4952-812A-FE9FD7A66864;269807;457;02.27.2009;1;282;109;1;109,14;0,18;89,4948;3,92904;NULL;109,14;89,4948;15,71616;14,4%
81640378-8430-4645-91A7-0008BE615529;ACF7B548-E76A-41F0-BDCF-C0405CE093FD;216145;226;05.01.2008;8;294;105;1;55;0,21;43,45;2,31;NULL;55;43,45;9,24;16,8%
D9E12AEF-9D33-41C9-93CD-0008D2DDEE1D;09ACE8F7-FDF5-4847-8A4F-DB62D854FA6B;201165;573;10.14.2010;16;287;109;1;3944,6358;0,19;3195,154998;74,9480802;NULL;3944,6358;3195,154998;674,5327218;17,1%
5FC76D3D-24BA-4847-9639-0008D6055B88;FC38E46F-7C87-4571-AFE2-121BF8925F1E;234765;408;06.26.2010;11;284;101;1;230,0814;0,39;140,349654;8,9731746;NULL;230,0814;140,349654;80,7585714;35,1%
3F4341F2-2FB5-4B01-BFC8-0008FD7358BC;1D57E1F3-8AA0-4F3C-A22A-3920C595BB88;12028;436;02.11.2009;3;291;109;1;324,21;0,48;168,5892;31,12416;NULL;324,21;168,5892;124,49664;38,4%
903D58CC-8956-4D61-9251-00092D6437F2;8157917E-5FF6-4FA8-94DD-9D706E3580AA;114462;217;07.23.2010;9;293;101;1;60,1859;0,25;45,139425;33,009295;2;60,1859;45,139425;-17,96282;-29,8%
C5C87DAD-49C6-4274-912E-00093690C090;F647CC4D-26B4-470E-A0C7-B86410CD95DB;100018;248;03.08.2009;2;296;106;2;243,5699312;1;153,6636515;21,14527473;0;487,1398624;307,3273031;158,6672847;32,6%
84B9BA2F-2052-4D7F-83FD-00094889211E;F071D663-317A-4365-9D6F-A7F1B954FB04;126401;55;10.07.2009;11;283;109;1;22;1;19,8;1,298;0;22;19,8;0,902;4,1%
FF110A42-C784-4FF7-9092-0009546425FA;56651CE0-340D-4DDB-80C3-D1E08000A238;233030;378;10.01.2009;5;294;105;1;1289,28;0,28;928,2816;36,09984;NULL;1289,28;928,2816;324,89856;25,2%
71650BD9-B7AD-4CD1-86D8-00095566DFB6;5E1E8124-D781-49CF-A82E-8AC0296878A9;4454;529;08.11.2009;2;288;108;1;40,56;0,49;20,6856;1,98744;NULL;40,56;20,6856;17,88696;44,1%
5AED867C-DBA4-413A-98C8-000957E65D04;1C654564-9174-4CB8-8DE9-0058A8531911;208572;412;04.09.2010;6;282;100;1;269,9124;0,33;180,841308;8,9071092;NULL;269,9124;180,841308;80,1639828;29,7%
7814C8D7-B63E-4B50-B30B-0009B6E241DE;EA892DBB-670A-49A8-B155-F7592017A8FD;164512;386;12.16.2009;14;296;103;1;1616;0,18;1325,12;58,176;NULL;1616;1325,12;232,704;14,4%
CF7CAFFF-6ECD-461F-90A6-0009C87430AD;A38E6EBD-9C77-4648-9A81-7EE9211F23D6;163025;263;05.28.2010;6;290;108;1;67,2384;0,31;46,394496;4,1687808;NULL;67,2384;46,394496;16,6751232;24,8%
86B52893-C959-42DF-A0E9-0009DAAB2D83;994B7615-B8A7-4006-A701-34091B989A6E;86153;257;10.22.2010;5;290;101;1;132,6;0,34;87,516;13,5252;NULL;132,6;87,516;31,5588;23,8%
1D8C8A3C-B9F1-4F33-80AE-0009E1AB147F;2727C24E-3D77-44D4-87A3-1236BA15EFD5;160231;389;10.20.2009;6;296;104;1;1347,24;0,24;1023,9024;97,00128;NULL;1347,24;1023,9024;226,33632;16,8%
E298FECF-7F8C-47E7-A430-000A2485D01B;89FEC569-9A1A-4ED2-BF85-E75F92D42F62;164639;237;11.08.2008;2;293;106;1;93;0,55;41,85;15,345;NULL;93;41,85;35,805;38,5%
4466600A-65B1-49E3-9574-000A4588CD45;D530C57B-C26B-4ED0-9C41-D224D25C095A;4759;341;11.11.2010;16;292;109;1;1261,8839;0,004;1256,836364;1,51426068;NULL;1261,8839;1256,836364;3,53327492;0,3%
2B4F3C5F-6926-48A8-8D89-000A4C85EF91;1737587E-7534-4BEC-902A-41415067D97E;16498;225;11.01.2009;6;294;104;1;102,01;0,17;84,6683;1,73417;NULL;102,01;84,6683;15,60753;15,3%
534298C2-1AF7-4F5D-BC85-000A6489F365;48DA6ED9-7712-4F98-A5B4-4A9390553981;400520;313;09.16.2010;7;285;102;1;1572,4488;0,28;1132,163136;119,0285664;1;1572,4488;1132,163136;321,2570976;20,4%
7EDC6969-65AF-4C1A-8110-000A76775080;7F16C07F-FF90-422B-9C97-3A8F782AE58A;191152;321;03.11.2010;2;285;103;1;1472,9;0,31;1016,301;136,9797;NULL;1472,9;1016,301;319,6193;21,7%
1927A579-4190-49E8-89BC-000ABF2D6E21;E006D043-C0FA-4F99-A7A1-1744626E5792;169751;276;05.03.2010;9;284;102;1;345,9976;0,15;294,09796;45,569892;2;345,9976;294,09796;6,329748;1,8%
2F3C892A-3336-4981-8D8C-000AD1ADFF36;4FE39017-F0D7-4AD8-AEFA-FBE4B0C865ED;158079;344;07.04.2010;12;294;105;1;2060,4;0,3;1442,28;123,624;NULL;2060,4;1442,28;494,496;24,0%
AE1B7A1B-7911-4A63-BFCF-000B11680F61;AF66E300-581F-4A6B-B495-8ABCB10A3FAB;271706;382;06.27.2009;3;295;109;1;1342,09;0,15;1140,7765;40,2627;NULL;1342,09;1140,7765;161,0508;12,0%
DC31452D-AA34-4DD3-BC4E-000B1DFF674F;8D57304D-D68A-48C4-BA0C-CA80EEDB9A95;29101;385;03.02.2008;15;288;108;1;1203;0,24;914,28;28,872;NULL;1203;914,28;259,848;21,6%
8301EE18-0397-4BC0-9A98-000B5292D97F;AD38AEAD-F51D-4ED1-AC35-5A81D2AAE9DA;51637;300;03.14.2010;8;281;110;1;199,9396;0,17;165,949868;18,3989732;1;199,9396;165,949868;15,5907588;7,8%
A88CD412-6EC9-4D60-8B0C-000B9411BB05;34974B04-285B-4AB8-B067-440001E53C0D;18209;251;08.09.2010;2;291;100;1;310,9776;0,44;174,147456;56,0490432;1;310,9776;174,147456;80,7811008;26,0%
9BBF3694-4521-476D-82C6-000B9F17B4D2;1667C937-178D-4230-B491-C6484A414D32;279665;511;06.30.2009;6;289;109;1;223,38;0,4;134,028;17,8704;NULL;223,38;134,028;71,4816;32,0%
70573EF6-3AAD-461B-A8A5-000BA97EC159;46F12D9D-17CC-4898-9DF1-C981F29C1F92;212535;285;11.17.2009;9;282;110;1;187,68;0,31;129,4992;5,81808;NULL;187,68;129,4992;52,36272;27,9%
5BB96A87-EA19-4097-9ED4-000BC04C8C55;60730800-F45C-487E-B4C5-8EB09F4A76FA;129254;338;09.15.2009;14;291;101;2;1516,734415;1;1170,475078;81,50931377;0;3033,46883;2340,950156;611,0093598;20,1%
A421163A-538C-4D20-84BB-000BCFEE9E05;B3EF1D3B-FE91-49B6-B713-02A958220574;10829;327;11.11.2009;2;283;109;1;1440,24;0,28;1036,9728;40,32672;NULL;1440,24;1036,9728;362,94048;25,2%
3985B9A1-78F4-4814-AEC5-000BD02FD192;A6D513C3-E5B9-4EC0-8876-3ADAF9EC8BDE;176401;217;08.27.2008;10;286;104;1;59;0,26;43,66;4,602;NULL;59;43,66;10,738;18,2%
197727F8-0DB7-4655-B731-000C0259F882;104AEC50-1A39-4730-9C47-5A4E748E3810;35758;440;01.03.2010;3;286;103;1;80,6208;0,23;62,078016;1,8542784;NULL;80,6208;62,078016;16,6885056;20,7%
CBCC170A-D9CA-44F3-AAC4-000C50B72353;21D31BD6-43F5-4AB8-8D36-211C04917BD8;400675;332;06.22.2008;1;289;103;1;1321;0,29;937,91;114,927;NULL;1321;937,91;268,163;20,3%
9BCBAA45-9A9F-4B52-B23C-000C5EE3C856;D4852B27-88D5-4A36-8096-EDBDF855B11B;207757;530;02.25.2009;6;281;105;1;57,12;0,4;34,272;17,2848;1;57,12;34,272;5,5632;9,7%
84556129-6592-47DD-B299-000C615486ED;F4A403D9-F277-44A5-8D7C-ABA9240A6538;251376;216;03.10.2009;1;284;106;1;33,28;0,49;16,9728;4,89216;NULL;33,28;16,9728;11,41504;34,3%
BF2A8E6C-1322-4FC9-AF0C-000CE395D633;7551F475-2DB2-4FBB-BCC7-2C2FE2BE280F;307835;598;01.20.2010;12;281;105;1;1545,3;0,31;1066,257;47,9043;NULL;1545,3;1066,257;431,1387;27,9%
FBB587CB-EED5-4979-A744-000CECB4E85D;9D4EF6C6-DB76-4C60-8288-094B2B1E6F0E;176565;586;08.21.2009;16;296;101;1;2265,42;0,19;1834,9902;43,04298;NULL;2265,42;1834,9902;387,38682;17,1%
75989B1B-1D2A-427F-904B-000D222B0A64;B6435778-32AB-4E48-8055-CCD4363A25C3;284209;341;07.01.2010;12;284;101;1;1261,8839;0,17;1047,363637;139,3560789;1;1261,8839;1047,363637;75,1641841;6,0%
B002CF13-FF10-485D-84C9-000D3E655F04;0D6AEF95-E46B-4783-9B05-6A785A964F4B;231485;417;03.01.2009;10;284;100;1;304,98;0,5;152,49;45,747;NULL;304,98;152,49;106,743;35,0%
074931BF-1A9F-4BA7-B45A-000D65058A66;A54C1D91-886C-42B0-A8FD-ABECDA20AF34;135776;428;05.14.2010;5;285;102;1;252,144;0,15;214,3224;3,78216;NULL;252,144;214,3224;34,03944;13,5%
59A4C0ED-9C5C-4430-9445-000D6F3C7C97;2ACC9587-8ABD-4762-B6BA-1DD640446BF0;34296;393;12.05.2009;4;289;107;1;132,31;0,48;68,8012;19,05264;NULL;132,31;68,8012;44,45616;33,6%
D5F47208-8D36-47C4-BC5B-000DFCC87A2F;D260A26E-4D60-4595-9120-4842DE7A8938;107236;573;05.12.2009;11;290;105;4;3880,906817;1;3042,068772;184,5162196;0;15523,62727;12168,27509;3170,835961;20,4%
2D011F7F-5934-438C-90D7-000E211D1A77;A3E3995C-D40C-44E3-AE36-C762D11DD9D7;253615;520;12.16.2009;12;283;100;1;85,49;0,25;64,1175;6,41175;NULL;85,49;64,1175;14,96075;17,5%
AA635AC4-4F3A-44CA-BDF6-000E4DAC4DE3;962118F4-2F8F-49A6-B519-843285D4E916;10209;257;01.28.2009;7;291;102;2;131,3471503;1;86,66899275;11,47947513;0;262,6943005;173,3379855;77,8768399;29,6%
D3D35648-CC10-4008-A04C-000E840D660B;9382624D-ADF6-4FBB-8F0F-A8A47EEA6091;24954;255;03.01.2010;9;296;106;1;222,6242;0,15;189,23057;3,339363;NULL;222,6242;189,23057;30,054267;13,5%
C2E23369-C077-4BC1-B778-000EA2857813;7DB78D80-FC66-43FC-8ED2-6D33BD4B006B;233750;323;03.18.2008;1;283;103;1;1273;0,21;1005,67;80,199;NULL;1273;1005,67;187,131;14,7%
09DD6E65-4704-4BA6-8A76-000EAE5302DD;BB198BD0-74EB-48CB-9739-D41D7084EFB1;308282;235;07.20.2009;13;282;110;1;66,95;0,48;34,814;3,2136;NULL;66,95;34,814;28,9224;43,2%
